title,make,model,year,condition,transmission,price
Acura TL 2010 Gray,Acura,TL,2010,local used,automatic,"₦ 5,500,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 29,500,000"
Hyundai Sonata 2012 Gray,Hyundai,Sonata,2012,foreign used,automatic,"₦ 12,000,000"
New Toyota Land Cruiser 1958 4WD 2026 Black,New,Toyota Land,1958,brand new,automatic,"₦ 213,000,000"
Toyota Land Cruiser 4.0 V6 GXR 2021 Black,Toyota,Land Cruiser,2021,foreign used,automatic,"₦ 107,500,000"
New Ferrari 488 GTB 2025 Red,New,Ferrari 488,2025,brand new,automatic,"₦ 1,400,000,000"
Mercedes-Benz S-Class S 550 4MATIC 2015 Black,Mercedes-Benz,S-Class S,2015,foreign used,automatic,"₦ 53,850,000"
Toyota Matrix 2004 Blue,Toyota,Matrix,2004,local used,automatic,"₦ 3,000,000"
New Lexus LX 600 2025 Green,New,Lexus LX,2025,brand new,automatic,"₦ 580,000,000"
Mercedes-Benz GLC-Class AMG GLC 43 AWD 2024 Silver,Mercedes-Benz,GLC-Class AMG,2024,foreign used,automatic,"₦ 180,000,000"
Toyota Camry 2019 Silver,Toyota,Camry,2019,foreign used,automatic,"₦ 22,500,000"
Honda Accord 1998 Green,Honda,Accord,1998,local used,automatic,"₦ 2,600,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,local used,automatic,"₦ 18,800,000"
Toyota Corolla Sedan Automatic 2004 Black,Toyota,Corolla Sedan,2004,foreign used,automatic,"₦ 6,500,000"
Toyota Venza 2012 Black,Toyota,Venza,2012,local used,automatic,"₦ 10,600,000"
Toyota Sienna 2008 Blue,Toyota,Sienna,2008,local used,automatic,"₦ 5,200,000"
Honda Accord 2008 Red,Honda,Accord,2008,local used,automatic,"₦ 4,500,000"
Mercedes-Benz Brabus G 800 2010 White,Mercedes-Benz,Brabus G,2010,local used,automatic,"₦ 29,000,000"
Honda Civic 2012 Black,Honda,Civic,2012,local used,automatic,"₦ 5,600,000"
Mercedes-Benz M Class 2008 Black,Mercedes-Benz,M Class,2008,local used,automatic,"₦ 9,500,000"
Mercedes-Benz GLE-Class GLE 350 2017 White,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 36,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2014 Silver,Toyota,Camry XLE,2014,foreign used,automatic,"₦ 15,500,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2016 Orange,Toyota,RAV4 XLE,2016,foreign used,automatic,"₦ 19,800,000"
Lexus RX 2008 Black,Lexus,RX,2008,local used,automatic,"₦ 8,200,000"
Lexus LX 570 (5 seats) AWD 2017 White,Lexus,LX 570,2017,local used,automatic,"₦ 70,000,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,automatic,"₦ 74,500,000"
New XPeng G7 2025 Black,New,XPeng G7,2025,brand new,automatic,"₦ 167,850,000"
Lexus GX 470 2009 Black,Lexus,GX 470,2009,local used,automatic,"₦ 14,500,000"
Mercedes-Benz M Class ML 350 4Matic 2013 White,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 21,850,000"
Lexus LX 570 (5 seats) AWD 2015 Black,Lexus,LX 570,2015,local used,automatic,"₦ 89,000,000"
Acura MDX 2015 Gray,Acura,MDX,2015,foreign used,automatic,"₦ 18,500,000"
Toyota Camry XLE 2024,Toyota,Camry XLE,2024,local used,automatic,"₦ 4,500,000"
Toyota Corolla 2005 Silver,Toyota,Corolla,2005,local used,automatic,"₦ 4,450,000"
Mercedes-Benz C450 2016 Red,Mercedes-Benz,C450,2016,foreign used,automatic,"₦ 38,000,000"
Toyota Venza XLE 2021 Red,Toyota,Venza XLE,2021,foreign used,automatic,"₦ 55,000,000"
Toyota Corolla 1.4 D Automatic 2004 Blue,Toyota,Corolla 1,2004,local used,automatic,"₦ 3,550,000"
Hyundai Sonata 2012 Black,Hyundai,Sonata,2012,local used,automatic,"₦ 6,700,000"
Honda Pilot 2005 Silver,Honda,Pilot,2005,local used,automatic,"₦ 3,200,000"
Toyota Avalon XLE Sedar FWD (3.5L 6cyl 6A) 2013 Silver,Toyota,Avalon XLE,2013,foreign used,automatic,"₦ 20,000,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,foreign used,automatic,"₦ 12,500,000"
Acura MDX 2008 Black,Acura,MDX,2008,local used,automatic,"₦ 6,600,000"
Dodge Challenger 2015 White,Dodge,Challenger,2015,foreign used,automatic,"₦ 25,000,000"
Toyota Yaris 2004 Gray,Toyota,Yaris,2004,foreign used,automatic,"₦ 7,500,000"
Toyota Tacoma 2015 White,Toyota,Tacoma,2015,local used,automatic,"₦ 22,900,000"
BMW X6 2009 Black,BMW,X6,2009,local used,automatic,"₦ 11,500,000"
New Mercedes-Benz S-Class S 580 4MATIC Sedan 2025 Green,New,Mercedes-Benz S-Class,2025,brand new,automatic,"₦ 358,000,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander XLE,2018,foreign used,automatic,"₦ 32,850,000"
Honda Accord Sport 2.0T 2018 White,Honda,Accord Sport,2018,local used,automatic,"₦ 19,850,000"
Mercedes-Benz C400 4Matic AWD Sedan (3.0L V6 7A) 2015 Silver,Mercedes-Benz,C400 4Matic,2015,local used,automatic,"₦ 22,000,000"
New Leapmotor T03 2025 Gray,New,Leapmotor T03,2025,brand new,automatic,"₦ 75,000,000"
Mercedes-Benz G-Class G63 AMG Brabus G700 2025 Black,Mercedes-Benz,G-Class G63,2025,foreign used,automatic,"₦ 500,000,000"
Toyota Camry 2015 Blue,Toyota,Camry,2015,foreign used,automatic,"₦ 22,781,250"
Mercedes-Benz GLC-Class 2016 White,Mercedes-Benz,GLC-Class,2016,local used,automatic,"₦ 22,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Gold,Mercedes-Benz,GLE-Class AMG,2021,foreign used,automatic,"₦ 125,000,000"
Toyota Corolla 2014 Black,Toyota,Corolla,2014,foreign used,automatic,"₦ 19,617,187"
Mercedes-Benz M Class 2013 Gold,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 13,800,000"
Kia Sportage 2013 Gray,Kia,Sportage,2013,local used,automatic,"₦ 6,600,000"
Toyota Corolla 2009 Black,Toyota,Corolla,2009,local used,automatic,"₦ 6,200,000"
Honda Accord 2009 Gray,Honda,Accord,2009,local used,automatic,"₦ 5,000,000"
Peugeot 207 2013 Gray,Peugeot,207,2013,foreign used,automatic,"₦ 8,500,000"
Toyota RAV4 XLE AWD 2024 Gray,Toyota,RAV4 XLE,2024,foreign used,automatic,"₦ 63,500,000"
Toyota Venza 2012 White,Toyota,Venza,2012,local used,automatic,"₦ 13,800,000"
Toyota RAV4 2015 Gray,Toyota,RAV4,2015,foreign used,automatic,"₦ 17,200,000"
Toyota Highlander 2002 Silver,Toyota,Highlander,2002,local used,automatic,"₦ 3,700,000"
Toyota Venza 2014 Silver,Toyota,Venza,2014,foreign used,automatic,"₦ 14,000,000"
Lexus ES 350 2008,Lexus,ES 350,2008,local used,automatic,"₦ 6,500,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,local used,automatic,"₦ 10,300,000"
Mercedes-Benz GLE-Class 2018 Gray,Mercedes-Benz,GLE-Class,2018,foreign used,automatic,"₦ 35,500,000"
Mercedes-Benz C300 2009 White,Mercedes-Benz,C300,2009,local used,automatic,"₦ 12,500,000"
Toyota Tundra 2013 Black,Toyota,Tundra,2013,foreign used,automatic,"₦ 27,000,000"
Toyota Corolla 2007 Black,Toyota,Corolla,2007,local used,automatic,"₦ 6,000,000"
Toyota Camry 2010 Silver,Toyota,Camry,2010,local used,automatic,"₦ 4,950,000"
Toyota Highlander XSE 2022 Gray,Toyota,Highlander XSE,2022,foreign used,automatic,"₦ 60,000,000"
Lexus IS 2008 Silver,Lexus,IS,2008,local used,automatic,"₦ 6,350,000"
New Toyota Land Cruiser 2024 Black,New,Toyota Land,2024,brand new,automatic,"₦ 202,000,000"
Toyota RAV4 2014 Silver,Toyota,RAV4,2014,foreign used,automatic,"₦ 17,500,000"
Toyota Camry LE 4dr Sedan (2.2L 4cyl 4A) 2001 Burgundy,Toyota,Camry LE,2001,local used,automatic,"₦ 2,650,000"
Ford Edge Sport 4dr AWD (2.7L 6cyl 6A) 2016 Black,Ford,Edge Sport,2016,local used,automatic,"₦ 16,000,000"
Lexus RX 2017 Black,Lexus,RX,2017,foreign used,automatic,"₦ 43,450,000"
Lexus ES 350 2007 Silver,Lexus,ES 350,2007,foreign used,automatic,"₦ 8,500,000"
Toyota Highlander 2018 White,Toyota,Highlander,2018,foreign used,automatic,"₦ 28,500,000"
Toyota Corolla LE 2006 Black,Toyota,Corolla LE,2006,local used,automatic,"₦ 5,400,000"
Hyundai Elantra Limited 2012 Burgundy,Hyundai,Elantra Limited,2012,foreign used,automatic,"₦ 10,500,000"
Toyota RAV4 Limited 2021 White,Toyota,RAV4 Limited,2021,foreign used,automatic,"₦ 50,000,000"
Nissan Altima 2.5 SV 4dr Sedan (2.5L 4cyl CVT) 2015 Gray,Nissan,Altima 2,2015,foreign used,automatic,"₦ 10,500,000"
Honda Accord Touring V6 4dr Sedan FWD (3.5L 6cyl 6A) 2017 Silver,Honda,Accord Touring,2017,foreign used,automatic,"₦ 20,000,000"
Toyota Camry 2011 Red,Toyota,Camry,2011,foreign used,automatic,"₦ 11,200,000"
Toyota Highlander Limited 4x2 V6 (3.5L 6cyl 8A) 2018 Gold,Toyota,Highlander Limited,2018,foreign used,automatic,"₦ 28,500,000"
Honda Accord Sport SE 4dr Sedan FWD (2.4L 4cyl 2A) 2017 Maroon,Honda,Accord Sport,2017,foreign used,automatic,"₦ 17,500,000"
Toyota Camry 2013 White,Toyota,Camry,2013,local used,automatic,"₦ 10,500,000"
Hyundai Santa Fe 2004 Gray,Hyundai,Santa Fe,2004,local used,automatic,"₦ 3,800,000"
Mazda CX-7 2010 Silver,Mazda,CX-7,2010,local used,automatic,"₦ 4,000,000"
Toyota Sienna XLE 7 Passenger 2012 Gold,Toyota,Sienna XLE,2012,foreign used,automatic,"₦ 12,500,000"
Toyota Camry 2008 Black,Toyota,Camry,2008,local used,automatic,"₦ 7,500,000"
Lexus ES 350 2010 Gold,Lexus,ES 350,2010,local used,automatic,"₦ 7,800,000"
Volkswagen Beetle 2008 Yellow,Volkswagen,Beetle,2008,local used,automatic,"₦ 7,200,000"
Lexus RX 2005 Black,Lexus,RX,2005,local used,automatic,"₦ 3,300,000"
Kia Rio 2012 White,Kia,Rio,2012,local used,automatic,"₦ 5,500,000"
Toyota Tundra 2012 Gray,Toyota,Tundra,2012,foreign used,automatic,"₦ 39,000,000"
Lexus ES 350 2009 Silver,Lexus,ES 350,2009,local used,automatic,"₦ 7,550,000"
Honda CR-V EX-L 4dr SUV AWD (1.5L 4cyl CVT) 2017 Blue,Honda,CR-V EX-L,2017,foreign used,automatic,"₦ 27,000,000"
New Toyota Crown Limited AWD 2024 Black,New,Toyota Crown,2024,brand new,automatic,"₦ 149,500,000"
Audi Q7 3.0T Premium AWD quattro 2017 Black,Audi,Q7 3,2017,foreign used,automatic,"₦ 39,000,000"
Audi A7 Premium 2013 Gray,Audi,A7 Premium,2013,local used,automatic,"₦ 16,900,000"
Toyota Vios 2008 White,Toyota,Vios,2008,local used,automatic,"₦ 6,200,000"
Toyota Camry SE 2025 White,Toyota,Camry SE,2025,foreign used,automatic,"₦ 50,000,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 105,000,000"
Toyota RAV4 2020 Red,Toyota,RAV4,2020,foreign used,automatic,"₦ 31,000,000"
Toyota Highlander 2014 Blue,Toyota,Highlander,2014,foreign used,automatic,"₦ 26,000,000"
Toyota Corolla 2003 Silver,Toyota,Corolla,2003,local used,automatic,"₦ 4,500,000"
Mercedes-Benz M Class 2015 Black,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 23,000,000"
Toyota Camry 2007 Gray,Toyota,Camry,2007,local used,automatic,"₦ 8,300,000"
Lexus GX 2023 Black,Lexus,GX,2023,local used,automatic,"₦ 69,999,999"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Silver,Toyota,Camry LE,2008,local used,automatic,"₦ 6,600,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,Toyota,Camry SE,2013,local used,automatic,"₦ 8,499,999"
Lexus RX 330 2004 Black,Lexus,RX 330,2004,local used,automatic,"₦ 6,800,000"
Toyota Matrix Hatchback AWD (1.8L 4cyl 4A) 2005 Black,Toyota,Matrix Hatchback,2005,local used,automatic,"₦ 4,800,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2014 Gray,Toyota,Corolla S,2014,foreign used,automatic,"₦ 14,950,000"
Mercedes-Benz GLC-Class 2021 Black,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 38,500,000"
Toyota Corolla 2015 White,Toyota,Corolla,2015,local used,automatic,"₦ 7,800,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,"₦ 4,600,000"
Toyota Corolla LE 2004 Gray,Toyota,Corolla LE,2004,local used,automatic,"₦ 4,500,000"
Toyota Land Cruiser 2020 Black,Toyota,Land Cruiser,2020,local used,automatic,"₦ 95,900,000"
Toyota RAV4 Automatic 2003 Black,Toyota,RAV4 Automatic,2003,local used,automatic,"₦ 1,800,000"
Mercedes-Benz M Class 2014 Black,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 17,800,000"
Honda Accord 2.2i-CTDi Sport 2008 Blue,Honda,Accord 2,2008,local used,automatic,"₦ 2,380,000"
Toyota Highlander 2012 Gray,Toyota,Highlander,2012,foreign used,automatic,"₦ 19,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Silver,Toyota,Camry SE,2016,foreign used,automatic,"₦ 15,999,999"
Honda Accord 2005 Gray,Honda,Accord,2005,local used,automatic,"₦ 2,800,000"
Toyota Camry 2019 Gray,Toyota,Camry,2019,foreign used,automatic,"₦ 25,000,000"
Ford Edge 2012 Black,Ford,Edge,2012,local used,automatic,"₦ 6,900,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 28,000,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,automatic,"₦ 115,000,000"
Mercedes-Benz GLE-Class GLE 350 2017 Gray,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 37,000,000"
Toyota Land Cruiser 3.5 Petrol 4WD 2022 Black,Toyota,Land Cruiser,2022,local used,automatic,"₦ 135,500,000"
Toyota Corolla 2007 White,Toyota,Corolla,2007,foreign used,automatic,"₦ 8,000,000"
Mercedes-Benz M Class ML 350 4Matic 2007 Black,Mercedes-Benz,M Class,2007,local used,automatic,"₦ 8,500,000"
Toyota RAV4 Limited 2022 Gray,Toyota,RAV4 Limited,2022,foreign used,automatic,"₦ 40,000,000"
Lexus GX 460 Luxury 2016 White,Lexus,GX 460,2016,foreign used,automatic,"₦ 43,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 White,Mercedes-Benz,GLE-Class AMG,2018,foreign used,automatic,"₦ 56,000,000"
Lexus ES 350 2007 Black,Lexus,ES 350,2007,foreign used,automatic,"₦ 11,500,000"
Toyota Highlander XLE 2019 Burgundy,Toyota,Highlander XLE,2019,foreign used,automatic,"₦ 36,000,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 Gray,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 80,000,000"
Toyota Corolla 2017 Red,Toyota,Corolla,2017,foreign used,automatic,"₦ 17,700,000"
Lexus RX 350 FWD 2014 White,Lexus,RX 350,2014,foreign used,automatic,"₦ 25,500,000"
Toyota Venza AWD 2011 Black,Toyota,Venza AWD,2011,foreign used,automatic,"₦ 17,000,000"
Mercedes-Benz GLC-Class GLC 300 4MATIC AWD 2024 Black,Mercedes-Benz,GLC-Class GLC,2024,foreign used,automatic,"₦ 81,000,000"
Toyota RAV4 2008 Blue,Toyota,RAV4,2008,local used,automatic,"₦ 5,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2016 Red,Toyota,Corolla LE,2016,foreign used,automatic,"₦ 15,500,000"
Ford Ranger 2002 Black,Ford,Ranger,2002,local used,manual,"₦ 4,200,000"
Mercedes-Benz GLK-Class 2014 Silver,Mercedes-Benz,GLK-Class,2014,local used,automatic,"₦ 13,500,000"
Mercedes-Benz GLC-Class 2019 Black,Mercedes-Benz,GLC-Class,2019,foreign used,automatic,"₦ 29,500,000"
Mercedes-Benz M Class 2013 Brown,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 16,800,000"
Mercedes-Benz CLA-Class CLA 250 Sedan 2013 Red,Mercedes-Benz,CLA-Class CLA,2013,foreign used,automatic,"₦ 18,500,000"
Lexus RX 2010 Black,Lexus,RX,2010,foreign used,automatic,"₦ 23,000,000"
Toyota Venza 2015 Gray,Toyota,Venza,2015,local used,automatic,"₦ 11,000,000"
Toyota Land Cruiser Prado 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 29,500,000"
Ford F-150 2010 Black,Ford,F-150,2010,local used,automatic,"₦ 12,800,000"
Honda Civic 2008 Black,Honda,Civic,2008,local used,automatic,"₦ 4,800,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Blue,Mercedes-Benz,GLK-Class 350,2013,local used,automatic,"₦ 14,000,000"
Mercedes-Benz GLC-Class 2017 Black,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 47,000,000"
Toyota Highlander Limited Platinum V6 4x4 (3.5L 6cyl 6A) 2016 Gray,Toyota,Highlander Limited,2016,foreign used,automatic,"₦ 29,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2015 Red,Toyota,Corolla LE,2015,foreign used,automatic,"₦ 13,999,999"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2012 White,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 16,000,000"
Toyota 4-Runner SR5 4dr 4x4 (4.0L 6cyl 5A) 2017 White,Toyota,4-Runner SR5,2017,local used,automatic,"₦ 34,850,000"
New Lexus GX 2025 Black,New,Lexus GX,2025,brand new,automatic,"₦ 216,500,000"
Lexus GX 460 Luxury 2020 Black,Lexus,GX 460,2020,foreign used,automatic,"₦ 92,500,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 26,800,000"
Volkswagen Tiguan 2010 Black,Volkswagen,Tiguan,2010,local used,automatic,"₦ 5,000,000"
Toyota Camry 2.4 SE Automatic 2008 Green,Toyota,Camry 2,2008,local used,automatic,"₦ 5,450,000"
Land Rover Range Rover Vogue 2018 Black,Land,Rover Range,2018,local used,automatic,"₦ 39,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 White,Toyota,Camry LE,2012,foreign used,automatic,"₦ 12,500,000"
Toyota Camry 2.4 XLE 2008 Red,Toyota,Camry 2,2008,local used,automatic,"₦ 6,000,000"
Toyota Avalon 2008 Silver,Toyota,Avalon,2008,local used,automatic,"₦ 5,300,000"
Lexus ES 2004 Black,Lexus,ES,2004,local used,automatic,"₦ 4,300,000"
Lexus GX 2008 Gold,Lexus,GX,2008,local used,automatic,"₦ 9,700,000"
Toyota Land Cruiser 2020 Black,Toyota,Land Cruiser,2020,local used,automatic,"₦ 82,500,000"
Toyota Land Cruiser Prado 2015 Black,Toyota,Land Cruiser,2015,local used,automatic,"₦ 33,500,000"
Toyota Camry 2009 Gray,Toyota,Camry,2009,local used,automatic,"₦ 6,500,000"
Toyota Matrix Hatchback 1.8 16V AWD 2007 Blue,Toyota,Matrix Hatchback,2007,local used,automatic,"₦ 4,650,000"
Toyota Corolla Sedan Automatic 2004 Gold,Toyota,Corolla Sedan,2004,local used,automatic,"₦ 5,650,000"
Honda Accord EX-L 4dr Sedan (2.4L 4cyl CVT) 2015 Black,Honda,Accord EX-L,2015,local used,automatic,"₦ 9,150,000"
Toyota Corolla Altis 1.6 2004 Black,Toyota,Corolla Altis,2004,local used,automatic,"₦ 3,999,999"
Hyundai Tucson 2016 Brown,Hyundai,Tucson,2016,foreign used,automatic,"₦ 22,000,000"
Toyota RAV4 XLE 4dr SUV (2.5L 4cyl 6A) 2015 Blue,Toyota,RAV4 XLE,2015,foreign used,automatic,"₦ 20,000,000"
New Mercedes-Benz S-Class Maybach S 580 4MATIC 2024 Black,New,Mercedes-Benz S-Class,2024,brand new,automatic,"₦ 495,000,000"
New Toyota Rush 2023 Black,New,Toyota Rush,2023,brand new,automatic,"₦ 49,550,000"
Porsche Cayenne 3.6 2008 White,Porsche,Cayenne 3,2008,local used,automatic,"₦ 8,820,000"
Lexus RX 350 4x4 2009 Gold,Lexus,RX 350,2009,foreign used,automatic,"₦ 15,000,000"
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2008,Toyota,Matrix Hatchback,2008,foreign used,automatic,"₦ 8,950,000"
Lexus IS 220D 2009 Silver,Lexus,IS 220D,2009,foreign used,automatic,"₦ 12,500,000"
Toyota RAV4 2.0 4x4 Executive 2005 Black,Toyota,RAV4 2,2005,local used,automatic,"₦ 3,999,999"
Toyota Land Cruiser Prado 4.0 Petrol GX-R 2018 White,Toyota,Land Cruiser,2018,foreign used,automatic,"₦ 75,000,000"
Chevrolet Camaro 2022 Gray,Chevrolet,Camaro,2022,foreign used,automatic,"₦ 63,000,000"
Lexus RX 350 F Sport AWD 2018 Silver,Lexus,RX 350,2018,foreign used,automatic,"₦ 56,000,000"
Mercedes-Benz E350 2021 Silver,Mercedes-Benz,E350,2021,foreign used,automatic,"₦ 88,000,000"
Dodge Journey 2014 White,Dodge,Journey,2014,foreign used,automatic,"₦ 8,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Blue,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 12,200,000"
Mercedes-Benz E350 2008 Black,Mercedes-Benz,E350,2008,foreign used,automatic,"₦ 11,600,000"
Lexus ES 2005 Brown,Lexus,ES,2005,local used,automatic,"₦ 5,700,000"
Toyota Avalon 2008 Blue,Toyota,Avalon,2008,local used,automatic,"₦ 6,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Gray,Toyota,Camry LE,2007,local used,automatic,"₦ 5,600,000"
Dodge RAM 2023 Yellow,Dodge,RAM,2023,foreign used,automatic,"₦ 96,500,000"
Toyota Venza 2015 Burgundy,Toyota,Venza,2015,foreign used,automatic,"₦ 18,500,000"
Honda Accord 2008 Gray,Honda,Accord,2008,local used,automatic,"₦ 6,200,000"
Mercedes-Benz C230 2007 Blue,Mercedes-Benz,C230,2007,local used,automatic,"₦ 2,780,000"
Toyota Highlander Limited AWD 2024 White,Toyota,Highlander Limited,2024,foreign used,automatic,"₦ 95,500,000"
Lexus LX 570 (5 seats) AWD 2017 Black,Lexus,LX 570,2017,foreign used,automatic,"₦ 73,500,000"
New Mercedes-Benz G-Class 2025 Black,New,Mercedes-Benz G-Class,2025,brand new,automatic,"₦ 545,000,000"
New Lexus RX 350 Premium AWD 2025 Black,New,Lexus RX,2025,brand new,automatic,"₦ 165,000,000"
New Land Rover Range Rover Vogue 2024 Black,New,Land Rover,2024,brand new,automatic,"₦ 550,000,000"
Audi A4 1.8 TSFI Automatic 2011 Black,Audi,A4 1,2011,local used,automatic,"₦ 7,730,000"
Kia Rio EX 4dr Sedan (1.6L 4cyl 6A) 2015 Silver,Kia,Rio EX,2015,local used,automatic,"₦ 5,600,000"
Ford Edge 2017 Black,Ford,Edge,2017,local used,automatic,"₦ 14,200,000"
Toyota Fortuner 2024 Black,Toyota,Fortuner,2024,foreign used,automatic,"₦ 67,500,000"
Jeep Wrangler Sport 4x4 2020,Jeep,Wrangler Sport,2020,foreign used,automatic,"₦ 64,500,000"
Toyota Corolla 2015 Blue,Toyota,Corolla,2015,local used,automatic,"₦ 9,600,000"
Toyota Matrix 2009 Gray,Toyota,Matrix,2009,local used,automatic,"₦ 4,550,000"
Mercedes-Benz M Class 2008 Silver,Mercedes-Benz,M Class,2008,local used,automatic,"₦ 7,550,000"
Toyota Avalon 2013 Gold,Toyota,Avalon,2013,foreign used,automatic,"₦ 20,800,000"
Toyota Venza 2012 Gray,Toyota,Venza,2012,local used,automatic,"₦ 11,100,000"
Mercedes-Benz E230 2002 Gray,Mercedes-Benz,E230,2002,local used,manual,"₦ 4,900,000"
Lexus ES 2013 Gray,Lexus,ES,2013,local used,automatic,"₦ 14,000,000"
Toyota HiAce 2011,Toyota,HiAce,2011,local used,manual,"₦ 12,000,000"
Toyota Sienna XLE FWD (3.3L V6 5A) 2004 Blue,Toyota,Sienna XLE,2004,local used,automatic,"₦ 6,120,000"
New Lexus LX 2024 Black,New,Lexus LX,2024,brand new,automatic,"₦ 306,000,000"
Mercedes-Benz S-Class 2023 Black,Mercedes-Benz,S-Class,2023,foreign used,automatic,"₦ 325,000,000"
New Toyota Fortuner 2025 Black,New,Toyota Fortuner,2025,brand new,automatic,"₦ 83,850,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry XLE,2013,foreign used,automatic,"₦ 15,500,000"
Land Rover Range Rover Sport 2015 White,Land,Rover Range,2015,foreign used,automatic,"₦ 39,500,000"
Honda Civic Touring 2022 White,Honda,Civic Touring,2022,foreign used,automatic,"₦ 32,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 11,600,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry LE,2012,local used,automatic,"₦ 10,600,000"
